collection_name,month,day,year,count,time
Bored Ape Yacht Club,10,26,2021,706,10/26/2021
Bored Ape Yacht Club,10,27,2021,643,10/27/2021
Bored Ape Yacht Club,10,28,2021,667,10/28/2021
Bored Ape Yacht Club,10,29,2021,705,10/29/2021
Bored Ape Yacht Club,10,30,2021,664,10/30/2021
Bored Ape Yacht Club,10,31,2021,617,10/31/2021
Bored Ape Yacht Club,11,1,2021,631,11/1/2021
Bored Ape Yacht Club,11,2,2021,641,11/2/2021
Bored Ape Yacht Club,11,3,2021,739,11/3/2021
Bored Ape Yacht Club,11,4,2021,633,11/4/2021
Bored Ape Yacht Club,11,5,2021,607,11/5/2021
Bored Ape Yacht Club,11,6,2021,666,11/6/2021
Bored Ape Yacht Club,11,7,2021,641,11/7/2021
Bored Ape Yacht Club,11,8,2021,779,11/8/2021
Bored Ape Yacht Club,11,9,2021,756,11/9/2021
Bored Ape Yacht Club,11,10,2021,701,11/10/2021
Bored Ape Yacht Club,11,11,2021,675,11/11/2021
Bored Ape Yacht Club,11,12,2021,843,11/12/2021
Bored Ape Yacht Club,11,13,2021,1425,11/13/2021
Bored Ape Yacht Club,11,14,2021,1183,11/14/2021
Bored Ape Yacht Club,11,15,2021,1191,11/15/2021
Bored Ape Yacht Club,11,16,2021,1426,11/16/2021
Bored Ape Yacht Club,11,17,2021,1184,11/17/2021
Bored Ape Yacht Club,11,18,2021,993,11/18/2021
Bored Ape Yacht Club,11,19,2021,903,11/19/2021
Bored Ape Yacht Club,11,20,2021,916,11/20/2021
Bored Ape Yacht Club,11,21,2021,757,11/21/2021
Bored Ape Yacht Club,11,22,2021,598,11/22/2021
Bored Ape Yacht Club,11,23,2021,496,11/23/2021
Bored Ape Yacht Club,11,24,2021,556,11/24/2021
Bored Ape Yacht Club,11,25,2021,596,11/25/2021
Bored Ape Yacht Club,11,26,2021,547,11/26/2021
Bored Ape Yacht Club,11,27,2021,516,11/27/2021
Bored Ape Yacht Club,11,28,2021,541,11/28/2021
Bored Ape Yacht Club,11,29,2021,751,11/29/2021
Bored Ape Yacht Club,11,30,2021,663,11/30/2021
Bored Ape Yacht Club,12,1,2021,780,12/1/2021
Bored Ape Yacht Club,12,2,2021,751,12/2/2021
Bored Ape Yacht Club,12,3,2021,940,12/3/2021
Bored Ape Yacht Club,12,4,2021,820,12/4/2021
Bored Ape Yacht Club,12,5,2021,720,12/5/2021
Bored Ape Yacht Club,12,6,2021,1209,12/6/2021
Bored Ape Yacht Club,12,7,2021,754,12/7/2021
Bored Ape Yacht Club,12,8,2021,898,12/8/2021
Bored Ape Yacht Club,12,9,2021,896,12/9/2021
Bored Ape Yacht Club,12,10,2021,817,12/10/2021
Bored Ape Yacht Club,12,11,2021,913,12/11/2021
Bored Ape Yacht Club,12,12,2021,835,12/12/2021
Bored Ape Yacht Club,12,13,2021,756,12/13/2021
Bored Ape Yacht Club,12,14,2021,800,12/14/2021
Bored Ape Yacht Club,12,15,2021,794,12/15/2021
Bored Ape Yacht Club,12,16,2021,859,12/16/2021
Bored Ape Yacht Club,12,17,2021,809,12/17/2021
Bored Ape Yacht Club,12,18,2021,660,12/18/2021
Bored Ape Yacht Club,12,19,2021,499,12/19/2021
Bored Ape Yacht Club,12,20,2021,526,12/20/2021
Bored Ape Yacht Club,12,21,2021,496,12/21/2021
Bored Ape Yacht Club,12,22,2021,607,12/22/2021
Bored Ape Yacht Club,12,23,2021,642,12/23/2021
Bored Ape Yacht Club,12,24,2021,644,12/24/2021
Bored Ape Yacht Club,12,25,2021,527,12/25/2021
Bored Ape Yacht Club,12,26,2021,882,12/26/2021
Bored Ape Yacht Club,12,27,2021,718,12/27/2021
Bored Ape Yacht Club,12,28,2021,656,12/28/2021
Bored Ape Yacht Club,12,29,2021,653,12/29/2021
Bored Ape Yacht Club,12,30,2021,675,12/30/2021
Bored Ape Yacht Club,12,31,2021,712,12/31/2021
Crypto Coven,1,1,2022,541,1/1/2022
Crypto Coven,1,2,2022,671,1/2/2022
Crypto Coven,1,3,2022,1000,1/3/2022
Crypto Coven,1,4,2022,770,1/4/2022
Crypto Coven,1,5,2022,627,1/5/2022
Crypto Coven,1,6,2022,553,1/6/2022
Crypto Coven,1,7,2022,501,1/7/2022
Crypto Coven,1,8,2022,545,1/8/2022
Crypto Coven,1,9,2022,1100,1/9/2022
Crypto Coven,1,10,2022,767,1/10/2022
Crypto Coven,1,11,2022,1291,1/11/2022
Crypto Coven,1,12,2022,1164,1/12/2022
Crypto Coven,1,13,2022,1187,1/13/2022
Crypto Coven,1,14,2022,1192,1/14/2022
Crypto Coven,1,15,2022,964,1/15/2022
Crypto Coven,1,16,2022,834,1/16/2022
Crypto Coven,1,17,2022,1949,1/17/2022
Crypto Coven,1,18,2022,1496,1/18/2022
Crypto Coven,1,19,2022,2187,1/19/2022
Crypto Coven,1,20,2022,4699,1/20/2022
Crypto Coven,1,21,2022,2198,1/21/2022
Crypto Coven,1,22,2022,2126,1/22/2022
Crypto Coven,1,23,2022,2171,1/23/2022
Crypto Coven,1,24,2022,2186,1/24/2022
Crypto Coven,1,25,2022,3506,1/25/2022
Crypto Coven,1,26,2022,2756,1/26/2022
Crypto Coven,1,27,2022,2262,1/27/2022
Crypto Coven,1,28,2022,2007,1/28/2022
Crypto Coven,1,29,2022,1215,1/29/2022
Crypto Coven,1,30,2022,1438,1/30/2022
Crypto Coven,1,31,2022,1334,1/31/2022
Crypto Coven,2,1,2022,1324,2/1/2022
Crypto Coven,2,2,2022,1195,2/2/2022
Crypto Coven,2,3,2022,1544,2/3/2022
Crypto Coven,2,4,2022,1675,2/4/2022
Crypto Coven,2,5,2022,1522,2/5/2022
Crypto Coven,2,6,2022,1328,2/6/2022
Crypto Coven,2,7,2022,992,2/7/2022
Crypto Coven,2,8,2022,1185,2/8/2022
Crypto Coven,2,9,2022,1526,2/9/2022
Crypto Coven,2,10,2022,1110,2/10/2022
Crypto Coven,2,11,2022,1247,2/11/2022
Crypto Coven,2,12,2022,571,2/12/2022
Crypto Coven,2,13,2022,600,2/13/2022
Crypto Coven,2,14,2022,606,2/14/2022
Crypto Coven,2,15,2022,839,2/15/2022
Crypto Coven,2,16,2022,1056,2/16/2022
Crypto Coven,2,17,2022,870,2/17/2022
Crypto Coven,2,18,2022,736,2/18/2022
Crypto Coven,2,19,2022,714,2/19/2022
Crypto Coven,2,20,2022,537,2/20/2022
Crypto Coven,2,21,2022,661,2/21/2022
Crypto Coven,2,22,2022,800,2/22/2022
Crypto Coven,2,23,2022,913,2/23/2022
Crypto Coven,2,24,2022,749,2/24/2022
Crypto Coven,2,25,2022,520,2/25/2022
Crypto Coven,2,26,2022,499,2/26/2022
Crypto Coven,2,27,2022,390,2/27/2022
Crypto Coven,2,28,2022,410,2/28/2022
Crypto Coven,3,1,2022,555,3/1/2022
Crypto Coven,3,2,2022,571,3/2/2022
Crypto Coven,3,3,2022,734,3/3/2022
Crypto Coven,3,4,2022,858,3/4/2022
Crypto Coven,3,5,2022,675,3/5/2022
Crypto Coven,3,6,2022,649,3/6/2022
Crypto Coven,3,7,2022,855,3/7/2022
Crypto Coven,3,8,2022,732,3/8/2022
Crypto Coven,3,9,2022,593,3/9/2022
Crypto Coven,3,10,2022,645,3/10/2022
Crypto Coven,3,11,2022,578,3/11/2022
Crypto Coven,3,12,2022,594,3/12/2022
Crypto Coven,3,13,2022,623,3/13/2022
Crypto Coven,3,14,2022,652,3/14/2022
Crypto Coven,3,15,2022,946,3/15/2022
Crypto Coven,3,16,2022,705,3/16/2022
Crypto Coven,3,17,2022,618,3/17/2022
Crypto Coven,3,18,2022,583,3/18/2022
Crypto Coven,3,19,2022,604,3/19/2022
Crypto Coven,3,20,2022,535,3/20/2022
Crypto Coven,3,21,2022,586,3/21/2022
Crypto Coven,3,22,2022,627,3/22/2022
Crypto Coven,3,23,2022,603,3/23/2022
Crypto Coven,3,24,2022,583,3/24/2022
Crypto Coven,3,25,2022,684,3/25/2022
Crypto Coven,3,26,2022,657,3/26/2022
Crypto Coven,3,27,2022,727,3/27/2022
Crypto Coven,3,28,2022,810,3/28/2022
Crypto Coven,3,29,2022,766,3/29/2022
Crypto Coven,3,30,2022,583,3/30/2022
Crypto Coven,3,31,2022,709,3/31/2022
Crypto Coven,4,1,2022,639,4/1/2022
Crypto Coven,4,2,2022,621,4/2/2022
Crypto Coven,4,3,2022,659,4/3/2022
Crypto Coven,4,4,2022,663,4/4/2022
Crypto Coven,4,5,2022,583,4/5/2022
Crypto Coven,4,6,2022,538,4/6/2022
Crypto Coven,4,7,2022,635,4/7/2022
Crypto Coven,4,8,2022,721,4/8/2022
Crypto Coven,4,9,2022,631,4/9/2022
Crypto Coven,4,10,2022,539,4/10/2022
Crypto Coven,4,11,2022,595,4/11/2022
Crypto Coven,4,12,2022,515,4/12/2022
Crypto Coven,4,13,2022,515,4/13/2022
Crypto Coven,4,14,2022,511,4/14/2022
Crypto Coven,4,15,2022,579,4/15/2022
Crypto Coven,4,16,2022,503,4/16/2022
Crypto Coven,4,17,2022,510,4/17/2022
Crypto Coven,4,18,2022,629,4/18/2022
Crypto Coven,4,19,2022,588,4/19/2022
Crypto Coven,4,20,2022,560,4/20/2022
Crypto Coven,4,21,2022,628,4/21/2022
Crypto Coven,4,22,2022,526,4/22/2022
Crypto Coven,4,23,2022,516,4/23/2022
Crypto Coven,4,24,2022,530,4/24/2022
Crypto Coven,4,25,2022,436,4/25/2022
Crypto Coven,4,26,2022,413,4/26/2022
Crypto Coven,4,27,2022,402,4/27/2022
Crypto Coven,4,28,2022,380,4/28/2022
Crypto Coven,4,29,2022,361,4/29/2022
Crypto Coven,4,30,2022,329,4/30/2022
Crypto Coven,5,1,2022,274,5/1/2022
Crypto Coven,5,2,2022,314,5/2/2022
Crypto Coven,5,3,2022,318,5/3/2022
Crypto Coven,5,4,2022,330,5/4/2022
Crypto Coven,5,5,2022,333,5/5/2022
Crypto Coven,5,6,2022,372,5/6/2022
Crypto Coven,5,7,2022,436,5/7/2022
Crypto Coven,5,8,2022,620,5/8/2022
Crypto Coven,5,9,2022,417,5/9/2022
Crypto Coven,5,10,2022,414,5/10/2022
Crypto Coven,5,11,2022,366,5/11/2022
Crypto Coven,5,12,2022,350,5/12/2022
Crypto Coven,5,13,2022,312,5/13/2022
Crypto Coven,5,14,2022,382,5/14/2022
Crypto Coven,5,15,2022,368,5/15/2022
Crypto Coven,5,16,2022,298,5/16/2022
Crypto Coven,5,17,2022,331,5/17/2022
Crypto Coven,5,18,2022,345,5/18/2022
Crypto Coven,5,19,2022,321,5/19/2022
Crypto Coven,5,20,2022,302,5/20/2022
Crypto Coven,5,21,2022,318,5/21/2022
Crypto Coven,5,22,2022,205,5/22/2022
Crypto Coven,5,23,2022,395,5/23/2022
Crypto Coven,5,24,2022,318,5/24/2022
Crypto Coven,5,25,2022,307,5/25/2022
Crypto Coven,5,26,2022,315,5/26/2022
Crypto Coven,5,27,2022,359,5/27/2022
Crypto Coven,5,28,2022,361,5/28/2022
Crypto Coven,5,29,2022,296,5/29/2022
Crypto Coven,5,30,2022,328,5/30/2022
Crypto Coven,5,31,2022,346,5/31/2022
Crypto Coven,6,1,2022,311,6/1/2022
Crypto Coven,6,2,2022,323,6/2/2022
Crypto Coven,6,3,2022,307,6/3/2022
Crypto Coven,6,4,2022,345,6/4/2022
Crypto Coven,6,5,2022,267,6/5/2022
Crypto Coven,6,6,2022,320,6/6/2022
Crypto Coven,6,7,2022,301,6/7/2022
Crypto Coven,6,8,2022,268,6/8/2022
Crypto Coven,6,9,2022,282,6/9/2022
Crypto Coven,6,10,2022,376,6/10/2022
Crypto Coven,6,11,2022,330,6/11/2022
Crypto Coven,6,12,2022,125,6/12/2022
Crypto Coven,6,13,2022,100,6/13/2022
Crypto Coven,6,14,2022,126,6/14/2022
Crypto Coven,6,15,2022,126,6/15/2022
Crypto Coven,6,16,2022,164,6/16/2022
Crypto Coven,6,17,2022,179,6/17/2022
Crypto Coven,6,18,2022,56,6/18/2022
Crypto Coven,11,4,2021,189,11/4/2021
Crypto Coven,11,5,2021,61,11/5/2021
Crypto Coven,11,6,2021,13,11/6/2021
Crypto Coven,11,7,2021,104,11/7/2021
Crypto Coven,11,8,2021,89,11/8/2021
Crypto Coven,11,9,2021,97,11/9/2021
Crypto Coven,11,10,2021,94,11/10/2021
Crypto Coven,11,11,2021,10,11/11/2021
Crypto Coven,11,12,2021,90,11/12/2021
Crypto Coven,11,13,2021,10,11/13/2021
Crypto Coven,11,14,2021,67,11/14/2021
Crypto Coven,11,15,2021,20,11/15/2021
Crypto Coven,11,16,2021,106,11/16/2021
Crypto Coven,11,17,2021,9,11/17/2021
Crypto Coven,11,18,2021,1,11/18/2021
Crypto Coven,11,19,2021,3,11/19/2021
Crypto Coven,11,20,2021,105,11/20/2021
Crypto Coven,11,21,2021,67,11/21/2021
Crypto Coven,11,22,2021,6,11/22/2021
Crypto Coven,11,23,2021,403,11/23/2021
Crypto Coven,11,24,2021,108,11/24/2021
Crypto Coven,11,25,2021,8,11/25/2021
Crypto Coven,11,26,2021,17,11/26/2021
Crypto Coven,11,27,2021,23,11/27/2021
Crypto Coven,11,28,2021,309,11/28/2021
Crypto Coven,11,29,2021,250,11/29/2021
Crypto Coven,11,30,2021,3287,11/30/2021
Crypto Coven,12,1,2021,452,12/1/2021
Crypto Coven,12,2,2021,447,12/2/2021
Crypto Coven,12,3,2021,647,12/3/2021
Crypto Coven,12,4,2021,2123,12/4/2021
Crypto Coven,12,5,2021,725,12/5/2021
Crypto Coven,12,6,2021,1106,12/6/2021
Crypto Coven,12,7,2021,1361,12/7/2021
Crypto Coven,12,8,2021,759,12/8/2021
Crypto Coven,12,9,2021,408,12/9/2021
Crypto Coven,12,10,2021,1254,12/10/2021
Crypto Coven,12,11,2021,3094,12/11/2021
Crypto Coven,12,12,2021,6177,12/12/2021
Crypto Coven,12,13,2021,2780,12/13/2021
Crypto Coven,12,14,2021,2894,12/14/2021
Crypto Coven,12,15,2021,2505,12/15/2021
Crypto Coven,12,16,2021,1911,12/16/2021
Crypto Coven,12,17,2021,1237,12/17/2021
Crypto Coven,12,18,2021,1080,12/18/2021
Crypto Coven,12,19,2021,913,12/19/2021
Crypto Coven,12,20,2021,811,12/20/2021
Crypto Coven,12,21,2021,854,12/21/2021
Crypto Coven,12,22,2021,666,12/22/2021
Crypto Coven,12,23,2021,620,12/23/2021
Crypto Coven,12,24,2021,608,12/24/2021
Crypto Coven,12,25,2021,523,12/25/2021
Crypto Coven,12,26,2021,294,12/26/2021
Crypto Coven,12,27,2021,734,12/27/2021
Crypto Coven,12,28,2021,619,12/28/2021
Crypto Coven,12,29,2021,512,12/29/2021
Crypto Coven,12,30,2021,500,12/30/2021
Crypto Coven,12,31,2021,442,12/31/2021
mfers,1,1,2022,865,1/1/2022
mfers,1,2,2022,1529,1/2/2022
mfers,1,3,2022,1145,1/3/2022
mfers,1,4,2022,1074,1/4/2022
mfers,1,5,2022,1944,1/5/2022
mfers,1,6,2022,1165,1/6/2022
mfers,1,7,2022,1340,1/7/2022
mfers,1,8,2022,1062,1/8/2022
mfers,1,9,2022,1652,1/9/2022
mfers,1,10,2022,1307,1/10/2022
mfers,1,11,2022,1004,1/11/2022
mfers,1,12,2022,948,1/12/2022
mfers,1,13,2022,978,1/13/2022
mfers,1,14,2022,1065,1/14/2022
mfers,1,15,2022,1046,1/15/2022
mfers,1,16,2022,992,1/16/2022
mfers,1,17,2022,1913,1/17/2022
mfers,1,18,2022,2739,1/18/2022
mfers,1,19,2022,1104,1/19/2022
mfers,1,20,2022,944,1/20/2022
mfers,1,21,2022,807,1/21/2022
mfers,1,22,2022,813,1/22/2022
mfers,1,23,2022,1145,1/23/2022
mfers,1,24,2022,1020,1/24/2022
mfers,1,25,2022,964,1/25/2022
mfers,1,26,2022,987,1/26/2022
mfers,1,27,2022,868,1/27/2022
mfers,1,28,2022,984,1/28/2022
mfers,1,29,2022,894,1/29/2022
mfers,1,30,2022,957,1/30/2022
mfers,1,31,2022,1166,1/31/2022
mfers,2,1,2022,3555,2/1/2022
mfers,2,2,2022,1737,2/2/2022
mfers,2,3,2022,1217,2/3/2022
mfers,2,4,2022,1111,2/4/2022
mfers,2,5,2022,1010,2/5/2022
mfers,2,6,2022,2456,2/6/2022
mfers,2,7,2022,3752,2/7/2022
mfers,2,8,2022,1777,2/8/2022
mfers,2,9,2022,1551,2/9/2022
mfers,2,10,2022,1718,2/10/2022
mfers,2,11,2022,3771,2/11/2022
mfers,2,12,2022,2107,2/12/2022
mfers,2,13,2022,5229,2/13/2022
mfers,2,14,2022,2303,2/14/2022
mfers,2,15,2022,2132,2/15/2022
mfers,2,16,2022,2971,2/16/2022
mfers,2,17,2022,2980,2/17/2022
mfers,2,18,2022,1935,2/18/2022
mfers,2,19,2022,1967,2/19/2022
mfers,2,20,2022,4119,2/20/2022
mfers,2,21,2022,3970,2/21/2022
mfers,2,22,2022,2863,2/22/2022
mfers,2,23,2022,2564,2/23/2022
mfers,2,24,2022,2866,2/24/2022
mfers,2,25,2022,1855,2/25/2022
mfers,2,26,2022,1713,2/26/2022
mfers,2,27,2022,1770,2/27/2022
mfers,2,28,2022,1495,2/28/2022
mfers,3,1,2022,1631,3/1/2022
mfers,3,2,2022,1520,3/2/2022
mfers,3,3,2022,1837,3/3/2022
mfers,3,4,2022,1610,3/4/2022
mfers,3,5,2022,1079,3/5/2022
mfers,3,6,2022,1422,3/6/2022
mfers,3,7,2022,1658,3/7/2022
mfers,3,8,2022,1183,3/8/2022
mfers,3,9,2022,1188,3/9/2022
mfers,3,10,2022,986,3/10/2022
mfers,3,11,2022,1404,3/11/2022
mfers,3,12,2022,1498,3/12/2022
mfers,3,13,2022,1707,3/13/2022
mfers,3,14,2022,1469,3/14/2022
mfers,3,15,2022,1507,3/15/2022
mfers,3,16,2022,1528,3/16/2022
mfers,3,17,2022,1229,3/17/2022
mfers,3,18,2022,1620,3/18/2022
mfers,3,19,2022,1344,3/19/2022
mfers,3,20,2022,1431,3/20/2022
mfers,3,21,2022,1298,3/21/2022
mfers,3,22,2022,1374,3/22/2022
mfers,3,23,2022,1404,3/23/2022
mfers,3,24,2022,1437,3/24/2022
mfers,3,25,2022,1384,3/25/2022
mfers,3,26,2022,1338,3/26/2022
mfers,3,27,2022,1227,3/27/2022
mfers,3,28,2022,1340,3/28/2022
mfers,3,29,2022,1258,3/29/2022
mfers,3,30,2022,889,3/30/2022
mfers,3,31,2022,932,3/31/2022
mfers,4,1,2022,898,4/1/2022
mfers,4,2,2022,1000,4/2/2022
mfers,4,3,2022,2726,4/3/2022
mfers,4,4,2022,2097,4/4/2022
mfers,4,5,2022,1301,4/5/2022
mfers,4,6,2022,1049,4/6/2022
mfers,4,7,2022,997,4/7/2022
mfers,4,8,2022,956,4/8/2022
mfers,4,9,2022,956,4/9/2022
mfers,4,10,2022,817,4/10/2022
mfers,4,11,2022,887,4/11/2022
mfers,4,12,2022,828,4/12/2022
mfers,4,13,2022,872,4/13/2022
mfers,4,14,2022,848,4/14/2022
mfers,4,15,2022,841,4/15/2022
mfers,4,16,2022,830,4/16/2022
mfers,4,17,2022,862,4/17/2022
mfers,4,18,2022,1048,4/18/2022
mfers,4,19,2022,881,4/19/2022
mfers,4,20,2022,1000,4/20/2022
mfers,4,21,2022,1673,4/21/2022
mfers,4,22,2022,1024,4/22/2022
mfers,4,23,2022,4083,4/23/2022
mfers,4,24,2022,1069,4/24/2022
mfers,4,25,2022,933,4/25/2022
mfers,4,26,2022,1098,4/26/2022
mfers,4,27,2022,797,4/27/2022
mfers,4,28,2022,767,4/28/2022
mfers,4,29,2022,1194,4/29/2022
mfers,4,30,2022,749,4/30/2022
mfers,5,1,2022,801,5/1/2022
mfers,5,2,2022,777,5/2/2022
mfers,5,3,2022,731,5/3/2022
mfers,5,4,2022,806,5/4/2022
mfers,5,5,2022,756,5/5/2022
mfers,5,6,2022,905,5/6/2022
mfers,5,7,2022,756,5/7/2022
mfers,5,8,2022,860,5/8/2022
mfers,5,9,2022,914,5/9/2022
mfers,5,10,2022,877,5/10/2022
mfers,5,11,2022,845,5/11/2022
mfers,5,12,2022,919,5/12/2022
mfers,5,13,2022,1590,5/13/2022
mfers,5,14,2022,1015,5/14/2022
mfers,5,15,2022,753,5/15/2022
mfers,5,16,2022,685,5/16/2022
mfers,5,17,2022,713,5/17/2022
mfers,5,18,2022,764,5/18/2022
mfers,5,19,2022,849,5/19/2022
mfers,5,20,2022,701,5/20/2022
mfers,5,21,2022,671,5/21/2022
mfers,5,22,2022,710,5/22/2022
mfers,5,23,2022,625,5/23/2022
mfers,5,24,2022,594,5/24/2022
mfers,5,25,2022,657,5/25/2022
mfers,5,26,2022,695,5/26/2022
mfers,5,27,2022,657,5/27/2022
mfers,5,28,2022,736,5/28/2022
mfers,5,29,2022,680,5/29/2022
mfers,5,30,2022,641,5/30/2022
mfers,5,31,2022,843,5/31/2022
mfers,6,1,2022,794,6/1/2022
mfers,6,2,2022,917,6/2/2022
mfers,6,3,2022,937,6/3/2022
mfers,6,4,2022,1542,6/4/2022
mfers,6,5,2022,726,6/5/2022
mfers,6,6,2022,1028,6/6/2022
mfers,6,7,2022,880,6/7/2022
mfers,6,8,2022,660,6/8/2022
mfers,6,9,2022,2191,6/9/2022
mfers,6,10,2022,1543,6/10/2022
mfers,6,11,2022,391,6/11/2022
mfers,6,12,2022,1970,6/12/2022
mfers,6,13,2022,913,6/13/2022
mfers,6,14,2022,826,6/14/2022
mfers,6,15,2022,1289,6/15/2022
mfers,6,16,2022,1028,6/16/2022
mfers,6,17,2022,38,6/17/2022
mfers,11,30,2021,24844,11/30/2021
mfers,12,1,2021,7840,12/1/2021
mfers,12,2,2021,4903,12/2/2021
mfers,12,3,2021,2419,12/3/2021
mfers,12,4,2021,2240,12/4/2021
mfers,12,5,2021,1663,12/5/2021
mfers,12,6,2021,1764,12/6/2021
mfers,12,7,2021,1707,12/7/2021
mfers,12,8,2021,1455,12/8/2021
mfers,12,9,2021,1267,12/9/2021
mfers,12,10,2021,1009,12/10/2021
mfers,12,11,2021,1075,12/11/2021
mfers,12,12,2021,1013,12/12/2021
mfers,12,13,2021,1009,12/13/2021
mfers,12,14,2021,820,12/14/2021
mfers,12,15,2021,829,12/15/2021
mfers,12,16,2021,814,12/16/2021
mfers,12,17,2021,764,12/17/2021
mfers,12,18,2021,418,12/18/2021
mfers,12,19,2021,882,12/19/2021
mfers,12,20,2021,816,12/20/2021
mfers,12,21,2021,769,12/21/2021
mfers,12,22,2021,1115,12/22/2021
mfers,12,23,2021,1886,12/23/2021
mfers,12,24,2021,873,12/24/2021
mfers,12,25,2021,675,12/25/2021
mfers,12,26,2021,692,12/26/2021
mfers,12,27,2021,509,12/27/2021
mfers,12,28,2021,601,12/28/2021
mfers,12,29,2021,931,12/29/2021
mfers,12,30,2021,812,12/30/2021
mfers,12,31,2021,1143,12/31/2021
