collection_name,count,time
Crypto Coven,189,11/4/21
Crypto Coven,61,11/5/21
Crypto Coven,13,11/6/21
Crypto Coven,104,11/7/21
Crypto Coven,89,11/8/21
Crypto Coven,97,11/9/21
Crypto Coven,94,11/10/21
Crypto Coven,10,11/11/21
Crypto Coven,90,11/12/21
Crypto Coven,10,11/13/21
Crypto Coven,67,11/14/21
Crypto Coven,20,11/15/21
Crypto Coven,106,11/16/21
Crypto Coven,9,11/17/21
Crypto Coven,1,11/18/21
Crypto Coven,3,11/19/21
Crypto Coven,105,11/20/21
Crypto Coven,67,11/21/21
Crypto Coven,6,11/22/21
Crypto Coven,403,11/23/21
Crypto Coven,108,11/24/21
Crypto Coven,8,11/25/21
Crypto Coven,17,11/26/21
Crypto Coven,23,11/27/21
Crypto Coven,309,11/28/21
Crypto Coven,250,11/29/21
Crypto Coven,3287,11/30/21
Crypto Coven,452,12/1/21
Crypto Coven,447,12/2/21
Crypto Coven,647,12/3/21
Crypto Coven,2123,12/4/21
Crypto Coven,725,12/5/21
Crypto Coven,1106,12/6/21
Crypto Coven,1361,12/7/21
Crypto Coven,759,12/8/21
Crypto Coven,408,12/9/21
Crypto Coven,1254,12/10/21
Crypto Coven,3094,12/11/21
Crypto Coven,6177,12/12/21
Crypto Coven,2780,12/13/21
Crypto Coven,2894,12/14/21
Crypto Coven,2505,12/15/21
Crypto Coven,1911,12/16/21
Crypto Coven,1237,12/17/21
Crypto Coven,1080,12/18/21
Crypto Coven,913,12/19/21
Crypto Coven,811,12/20/21
Crypto Coven,854,12/21/21
Crypto Coven,666,12/22/21
Crypto Coven,620,12/23/21
Crypto Coven,608,12/24/21
Crypto Coven,523,12/25/21
Crypto Coven,294,12/26/21
Crypto Coven,734,12/27/21
Crypto Coven,619,12/28/21
Crypto Coven,512,12/29/21
Crypto Coven,500,12/30/21
Crypto Coven,442,12/31/21
mfers,865,1/1/22
mfers,1529,1/2/22
mfers,1145,1/3/22
mfers,1074,1/4/22
mfers,1944,1/5/22
mfers,1165,1/6/22
mfers,1340,1/7/22
mfers,1062,1/8/22
mfers,1652,1/9/22
mfers,1307,1/10/22
mfers,1004,1/11/22
mfers,948,1/12/22
mfers,978,1/13/22
mfers,1065,1/14/22
mfers,1046,1/15/22
mfers,992,1/16/22
mfers,1913,1/17/22
mfers,2739,1/18/22
mfers,1104,1/19/22
mfers,944,1/20/22
mfers,807,1/21/22
mfers,813,1/22/22
mfers,1145,1/23/22
mfers,1020,1/24/22
mfers,964,1/25/22
mfers,987,1/26/22
mfers,868,1/27/22
mfers,984,1/28/22
mfers,894,1/29/22
mfers,957,1/30/22
mfers,1166,1/31/22
mfers,3555,2/1/22
mfers,1737,2/2/22
mfers,1217,2/3/22
mfers,1111,2/4/22
mfers,1010,2/5/22
mfers,2456,2/6/22
mfers,3752,2/7/22
mfers,1777,2/8/22
mfers,1551,2/9/22
mfers,1718,2/10/22
mfers,3771,2/11/22
mfers,2107,2/12/22
mfers,5229,2/13/22
mfers,2303,2/14/22
mfers,2132,2/15/22
mfers,2971,2/16/22
mfers,2980,2/17/22
mfers,1935,2/18/22
mfers,1967,2/19/22
mfers,4119,2/20/22
mfers,3970,2/21/22
mfers,2863,2/22/22
mfers,2564,2/23/22
mfers,2866,2/24/22
mfers,1855,2/25/22
mfers,1713,2/26/22
mfers,1770,2/27/22
mfers,1495,2/28/22
mfers,1631,3/1/22
mfers,1520,3/2/22
mfers,1837,3/3/22
mfers,1610,3/4/22
mfers,1079,3/5/22
mfers,1422,3/6/22
mfers,1658,3/7/22
mfers,1183,3/8/22
mfers,1188,3/9/22
mfers,986,3/10/22
mfers,1404,3/11/22
mfers,1498,3/12/22
mfers,1707,3/13/22
mfers,1469,3/14/22
mfers,1507,3/15/22
mfers,1528,3/16/22
mfers,1229,3/17/22
mfers,1620,3/18/22
mfers,1344,3/19/22
mfers,1431,3/20/22
mfers,1298,3/21/22
mfers,1374,3/22/22
mfers,1404,3/23/22
mfers,1437,3/24/22
mfers,1384,3/25/22
mfers,1338,3/26/22
mfers,1227,3/27/22
mfers,1340,3/28/22
mfers,1258,3/29/22
mfers,889,3/30/22
mfers,932,3/31/22
mfers,898,4/1/22
mfers,1000,4/2/22
mfers,2726,4/3/22
mfers,2097,4/4/22
mfers,1301,4/5/22
mfers,1049,4/6/22
mfers,997,4/7/22
mfers,956,4/8/22
mfers,956,4/9/22
mfers,817,4/10/22
mfers,887,4/11/22
mfers,828,4/12/22
mfers,872,4/13/22
mfers,848,4/14/22
mfers,841,4/15/22
mfers,830,4/16/22
mfers,862,4/17/22
mfers,1048,4/18/22
mfers,881,4/19/22
mfers,1000,4/20/22
mfers,1673,4/21/22
mfers,1024,4/22/22
mfers,4083,4/23/22
mfers,1069,4/24/22
mfers,933,4/25/22
mfers,1098,4/26/22
mfers,797,4/27/22
mfers,767,4/28/22
mfers,1194,4/29/22
mfers,749,4/30/22
mfers,801,5/1/22
mfers,777,5/2/22
mfers,731,5/3/22
mfers,806,5/4/22
mfers,756,5/5/22
mfers,905,5/6/22
mfers,756,5/7/22
mfers,860,5/8/22
mfers,914,5/9/22
mfers,877,5/10/22
mfers,845,5/11/22
mfers,919,5/12/22
mfers,1590,5/13/22
mfers,1015,5/14/22
mfers,753,5/15/22
mfers,685,5/16/22
mfers,713,5/17/22
mfers,764,5/18/22
mfers,849,5/19/22
mfers,701,5/20/22
mfers,671,5/21/22
mfers,710,5/22/22
mfers,625,5/23/22
mfers,594,5/24/22
mfers,657,5/25/22
mfers,695,5/26/22
mfers,657,5/27/22
mfers,736,5/28/22
mfers,680,5/29/22
mfers,641,5/30/22
mfers,843,5/31/22
mfers,794,6/1/22
mfers,917,6/2/22
mfers,937,6/3/22
mfers,1542,6/4/22
mfers,726,6/5/22
mfers,1028,6/6/22
mfers,880,6/7/22
mfers,660,6/8/22
mfers,2191,6/9/22
mfers,1543,6/10/22
mfers,391,6/11/22
mfers,1970,6/12/22
mfers,913,6/13/22
mfers,826,6/14/22
mfers,1289,6/15/22
mfers,1028,6/16/22
mfers,38,6/17/22
mfers,24844,11/30/21
mfers,7840,12/1/21
mfers,4903,12/2/21
mfers,2419,12/3/21
mfers,2240,12/4/21
mfers,1663,12/5/21
mfers,1764,12/6/21
mfers,1707,12/7/21
mfers,1455,12/8/21
mfers,1267,12/9/21
mfers,1009,12/10/21
mfers,1075,12/11/21
mfers,1013,12/12/21
mfers,1009,12/13/21
mfers,820,12/14/21
mfers,829,12/15/21
mfers,814,12/16/21
mfers,764,12/17/21
mfers,418,12/18/21
mfers,882,12/19/21
mfers,816,12/20/21
mfers,769,12/21/21
mfers,1115,12/22/21
mfers,1886,12/23/21
mfers,873,12/24/21
mfers,675,12/25/21
mfers,692,12/26/21
mfers,509,12/27/21
mfers,601,12/28/21
mfers,931,12/29/21
mfers,812,12/30/21
mfers,1143,12/31/21
